iId,uId,rating,mpip
344,763,4,3
1236,84,4,4
1404,321,4,4
41,154,4,4
1248,204,3,4
51,722,4,3
400,554,4,3
658,101,3,3
707,277,4,4
1389,811,4,3
619,941,4,3
97,669,4,3
161,328,4,4
1403,472,4,3
864,806,4,3
1133,205,3,3
172,420,4,3
1519,240,4,4
395,705,4,3
858,447,4,4
114,496,3,4
22,488,4,4
1570,820,3,3
1416,268,3,2
1145,163,3,4
1508,338,4,3
196,764,4,3
879,388,4,3
459,470,4,4
1253,452,3,4
1420,778,3,3
213,46,4,4
1599,104,3,3
344,396,3,4
29,603,4,3
1367,1,4,4
515,590,3,3
772,943,3,3
1034,590,4,3
335,640,4,3
1087,81,3,4
717,39,4,4
108,493,4,4
1430,607,4,3
1515,563,4,3
819,854,3,3
972,359,4,4
344,818,3,3
1024,634,3,3
136,515,3,3
517,930,3,3
998,931,4,3
1619,67,4,4
1648,877,4,3
1258,273,4,4
157,246,3,3
386,909,4,3
1409,39,4,4
34,699,3,3
236,260,4,3
967,638,4,3
72,54,4,4
1263,772,4,3
1423,643,4,3
769,515,3,4
1399,166,4,4
45,681,3,3
37,403,4,4
8,162,4,4
399,928,5,3
1578,589,3,3
1152,511,4,3
581,717,4,3
862,751,4,3
1393,151,4,4
1433,70,3,4
663,742,3,3
1375,535,4,3
282,617,3,3
466,62,3,4
1441,875,4,3
1071,886,3,3
1385,561,3,4
361,624,4,3
695,173,4,3
1325,644,4,3
646,22,3,4
1562,204,3,4
548,711,4,3
1610,153,3,3
1084,562,4,4
589,614,3,3
1274,939,4,3
1598,761,3,3
720,807,4,3
1237,375,4,4
87,686,5,3
870,110,3,4
85,831,4,3
327,419,4,3
513,131,4,3
976,569,3,3
830,524,3,4
64,392,4,3
534,752,3,3
14,104,3,3
1496,576,4,3
430,461,3,4
149,103,4,4
271,760,3,3
1072,489,4,4
465,208,4,4
523,539,4,4
1485,509,3,3
171,757,3,3
1124,851,3,3
1505,357,4,3
1050,768,3,3
1120,199,3,3
909,851,3,3
436,383,4,3
910,655,3,3
1257,337,4,4
216,665,4,3
216,673,4,3
1289,100,3,4
160,774,2,3
317,247,4,4
1440,343,4,4
925,877,4,3
1422,51,4,4
215,296,4,3
245,898,4,3
525,890,4,3
649,386,4,4
288,27,3,4
469,526,3,3
892,776,3,3
931,756,3,3
241,139,4,3
276,769,3,3
289,114,4,4
1640,271,4,4
1236,491,4,4
232,516,4,3
517,37,4,4
738,32,3,4
669,403,4,4
1545,602,4,3
12,737,4,3
832,682,3,3
1483,524,3,4
119,255,3,3
710,734,4,3
1510,920,3,3
1372,668,4,3
86,188,4,4
375,369,4,3
1444,497,3,4
55,859,4,3
727,824,3,3
543,366,4,3
886,323,3,4
1473,221,4,4
489,632,4,3
1427,218,4,4
1648,421,4,4
474,405,2,2
13,448,3,4
775,659,4,3
1566,422,3,4
834,52,4,4
241,383,4,3
1256,765,4,3
1314,695,3,3
724,696,4,3
224,601,3,3
936,65,4,4
729,9,4,4
1125,790,3,3
1457,418,3,3
959,747,5,3
679,106,4,4
81,717,4,3
339,16,4,4
1304,523,4,3
69,832,3,3
682,305,3,4
1262,236,3,4
599,5,3,3
40,344,4,4
1520,108,4,4
1537,502,3,4
1070,163,3,4
990,839,3,3
282,439,3,4
564,627,3,3
81,680,4,3
91,599,4,3
175,1,5,4
512,566,4,3
1479,464,4,3
1013,789,4,3
1592,43,4,4
472,570,3,3
537,135,3,4
152,862,4,3
1192,613,4,3
1621,211,3,4
278,2,3,4
836,537,3,2
1376,387,3,4
367,438,4,3
535,277,4,4
1401,723,3,3
1640,191,4,4
311,894,4,3
171,565,5,3
128,850,5,3
309,220,4,4
1515,294,3,4
462,736,3,3
843,81,3,4
1246,301,4,4
904,162,4,4
1633,727,3,3
77,817,3,3
1315,112,4,4
97,703,4,3
697,205,3,3
909,230,4,4
366,696,4,3
101,460,3,4
1214,652,3,3
954,636,4,3
1097,475,4,4
232,898,4,3
1470,374,3,4
1587,825,4,3
453,226,4,4
1645,304,3,4
1339,515,3,4
599,561,3,3
333,381,4,4
601,122,4,4
1149,54,4,4
1000,247,4,4
1573,20,3,4
848,9,4,4
45,61,3,3
1502,473,4,4
1392,591,4,3
1473,920,3,3
556,402,4,4
791,234,3,4
1006,171,3,4
765,77,4,4
1578,67,4,4
540,67,4,4
284,208,4,4
289,420,4,3
682,479,3,4
1509,491,4,4
1677,731,3,3
995,574,4,3
1133,603,4,3
1285,758,4,3
151,387,3,4
251,360,5,4
1269,728,4,3
725,572,3,3
1492,389,4,4
1599,364,3,4
918,746,4,3
1035,150,4,4
175,354,5,4
449,264,4,3
1177,494,4,4
775,499,4,4
1137,186,3,4
67,585,4,3
876,140,3,4
884,623,4,3
1639,450,4,4
1523,521,3,4
1197,425,3,2
770,627,3,3
1243,480,4,4
106,553,4,3
989,204,3,4
1554,459,3,4
827,600,4,3
1429,258,4,4
221,77,4,4
1500,621,4,3
1682,680,4,3
17,251,4,4
579,172,3,4
607,38,4,4
1376,378,3,4
310,337,4,4
238,924,4,3
350,372,4,3
613,867,4,3
1441,674,4,3
446,657,3,3
181,554,4,3
336,896,3,2
1145,911,4,3
375,522,4,3
1268,767,4,3
278,224,3,3
1626,366,4,3
1416,145,3,4
41,234,3,4
366,621,4,3
290,832,3,3
21,9,4,4
1109,44,4,4
505,171,3,4
258,3,2,3
1116,644,4,3
747,202,3,3
47,779,4,3
1229,762,3,3
450,413,4,4
1086,517,3,3
519,428,4,4
112,129,3,3
177,283,4,3
335,54,4,4
1389,724,2,3
519,562,4,3
865,383,4,3
682,60,4,4
1231,613,4,3
117,592,5,3
1336,361,4,4
789,144,4,4
463,123,4,4
835,95,3,4
494,94,4,4
1171,640,4,3
1552,261,4,3
306,244,4,4
129,454,3,2
1211,666,4,3
1108,833,3,3
388,596,4,3
581,805,2,3
1300,769,3,3
1524,158,4,4
907,242,4,3
82,503,4,3
1047,616,4,3
392,865,2,3
106,631,3,3
160,256,4,4
1465,65,4,4
694,135,3,4
692,305,3,4
1664,606,4,3
1469,563,4,3
133,492,4,4
95,510,3,3
99,323,4,4
1252,249,4,3
79,418,3,3
1586,372,4,3
423,672,3,3
68,356,4,4
1237,389,4,4
920,384,4,3
1357,378,3,4
1534,643,4,3
814,308,4,4
641,288,4,4
1634,902,3,3
439,810,4,3
266,267,4,4
1569,106,4,4
1233,573,4,3
416,316,3,4
121,76,2,4
1441,463,3,3
1036,104,3,3
1580,106,4,4
195,343,4,4
331,15,3,3
1413,579,3,3
1094,474,4,3
528,639,4,2
370,191,4,4
525,286,4,4
1555,5,3,3
1588,825,4,3
143,449,4,4
192,850,5,3
58,557,4,4
820,451,3,3
411,862,4,3
496,655,3,3
915,623,4,3
1202,614,3,3
1132,253,4,4
1262,521,3,4
938,545,4,3
220,938,4,3
1120,577,4,3
1670,126,4,4
367,833,3,3
1579,537,3,2
1413,627,3,3
1125,67,4,4
1398,368,3,4
289,536,4,4
152,165,4,4
439,117,4,4
1353,124,4,4
92,66,3,4
442,195,3,4
1551,45,4,4
76,861,4,3
809,272,4,3
493,406,4,4
147,758,4,3
1202,842,4,3
1536,726,3,3
337,859,4,3
899,399,3,2
1525,678,3,3
958,124,4,4
688,466,3,4
605,403,4,4
1449,766,3,3
595,232,4,4
14,657,3,3
252,520,3,3
13,838,4,3
1295,378,3,4
1516,208,4,4
453,898,4,3
885,385,3,4
946,329,3,4
536,818,3,3
360,703,4,3
626,742,3,3
442,207,3,4
812,179,3,4
154,161,3,3
1519,21,3,3
934,433,4,4
173,842,4,3
1550,791,4,3
1559,777,4,3
1513,112,4,4
517,510,3,3
587,404,3,4
1112,646,3,3
174,345,4,4
615,584,4,3
1361,751,4,3
1359,161,3,3
1292,133,3,4
228,42,4,4
1501,615,4,3
1466,71,4,4
431,429,5,4
476,598,4,3
629,282,4,4
172,393,5,4
1201,397,4,4
345,856,3,3
770,499,4,4
1477,715,3,3
1454,891,4,3
436,721,4,3
754,585,4,3
309,544,3,3
42,373,4,4
168,209,3,4
768,250,4,4
764,53,4,4
1394,140,3,4
1365,906,4,3
1156,586,3,3
1223,583,4,3
970,457,4,3
544,698,3,2
214,75,3,4
221,88,4,4
1364,216,4,4
684,848,4,3
812,276,3,4
200,208,4,4
713,540,4,4
223,475,4,4
1227,485,3,3
1042,865,2,3
56,336,4,3
559,609,2,3
1639,783,4,3
507,84,4,4
677,567,4,3
288,134,4,4
1131,561,4,3
654,930,3,3
592,660,3,2
541,286,4,4
1430,396,3,4
1586,727,3,3
612,495,4,4
878,792,3,3
1052,65,4,4
1249,754,3,3
1,351,4,3
276,518,5,4
1043,708,3,3
342,802,3,3
735,523,4,3
1283,533,3,3
1045,173,4,3
678,152,4,3
1196,347,4,4
509,484,4,4
726,537,3,2
1168,903,4,3
833,450,4,4
1180,818,3,3
240,155,3,3
1171,687,3,3
1245,631,3,3
442,644,4,3
280,822,3,3
763,142,4,4
725,652,3,3
1089,889,3,3
1035,891,4,3
1011,520,3,3
980,319,3,4
1279,888,4,3
57,406,4,4
351,618,3,3
788,429,3,4
58,342,5,4
1071,520,3,3
339,182,4,4
1329,730,3,3
680,537,3,2
585,77,4,4
1036,266,3,4
1354,354,4,4
1471,786,4,3
1589,52,4,4
1368,448,3,4
747,60,4,4
866,103,4,4
779,924,4,3
900,761,3,3
282,206,2,3
76,281,3,4
1654,136,4,3
272,147,4,3
1403,890,4,3
120,494,4,4
1096,878,3,3
636,115,4,4
197,239,4,3
1031,773,3,3
721,57,4,4
715,572,3,3
565,409,4,4
1680,473,4,4
675,522,4,3
1345,695,3,3
528,368,3,4
52,870,2,3
1299,305,3,4
1216,876,4,3
1595,160,4,4
1248,194,3,2
1074,79,4,3
663,750,3,3
122,444,4,4
1149,440,4,3
512,633,3,3
5,326,3,4
1380,37,4,4
265,749,4,3
760,103,4,4
1470,197,3,4
1569,611,4,3
166,331,4,4
1196,800,4,3
1527,570,3,3
1553,362,3,4
649,594,3,3
1359,447,4,4
284,308,4,4
758,780,4,3
1600,168,3,4
1212,815,4,3
633,5,3,3
244,593,4,3
1079,338,4,3
691,704,4,3
1232,380,3,4
1450,269,3,4
433,289,3,3
1331,839,3,3
1319,299,3,4
1105,253,4,4
795,406,4,4
1422,663,4,3
1462,488,3,4
200,732,4,3
920,657,3,3
1163,551,4,3
923,470,4,4
798,369,4,3
1286,13,3,4
413,898,4,3
1659,336,3,3
1576,252,4,3
1193,104,3,3
668,855,3,3
980,570,3,3
1600,929,4,3
143,300,4,4
858,174,4,4
42,254,3,4
1225,917,4,3
603,175,4,4
1100,930,3,3
203,411,4,4
1151,388,4,3
873,621,4,3
988,775,4,3
1159,902,3,3
414,682,3,3
62,105,3,4
114,165,4,4
214,910,3,3
1485,925,3,3
37,220,4,4
970,195,3,4
112,655,3,3
486,862,4,3
1501,44,4,4
613,705,4,3
645,235,4,4
76,30,4,4
742,915,3,3
1074,29,4,4
1129,210,4,3
55,268,4,2
590,740,3,3
1228,931,4,3
535,133,3,4
461,779,4,3
1643,833,3,3
1421,514,4,4
1269,651,3,3
1483,746,4,3
615,490,3,3
1003,672,3,3
896,177,4,4
235,261,4,3
214,19,4,4
797,160,4,4
771,58,4,4
1191,205,3,3
379,696,4,3
297,672,3,3
374,535,4,3
1587,375,4,4
1231,535,4,3
94,592,4,3
686,264,4,3
1526,862,4,3
1287,897,4,3
860,661,4,3
1042,453,3,4
1461,187,4,4
330,330,4,3
1191,508,4,4
714,908,4,3
469,911,4,3
431,368,3,4
160,153,3,3
1566,20,3,4
1044,517,3,3
1213,821,4,3
1628,668,4,3
1110,874,4,3
392,333,4,4
1100,185,4,3
804,777,4,3
543,414,4,4
1404,445,2,3
1020,791,4,3
1176,117,4,4
1531,942,4,3
742,913,3,3
1088,626,2,3
1112,686,5,3
87,115,4,4
959,448,3,4
1637,348,4,4
1618,97,4,4
1558,462,4,3
385,489,4,4
1407,317,4,4
1283,16,4,4
984,595,3,3
884,741,3,3
1436,909,4,3
263,706,3,3
1482,594,3,3
1511,858,3,3
305,369,4,3
1474,509,3,3
1065,49,3,2
903,207,3,4
841,336,3,3
1237,234,3,4
882,910,3,3
163,19,4,4
379,97,4,4
1531,548,4,3
1405,712,4,3
1364,364,3,4
1186,750,3,3
1351,815,4,3
223,235,4,4
266,906,4,3
1000,120,4,4
214,149,3,3
383,445,2,3
1244,849,5,3
890,18,4,4
705,5,3,3
35,76,4,4
1262,132,4,4
1511,33,4,4
236,66,3,4
644,266,3,4
1490,18,4,4
1418,245,3,4
1387,599,4,4
1042,215,4,4
1019,376,4,4
850,781,4,3
21,536,3,3
325,113,4,4
184,550,4,3
1520,255,3,3
532,669,3,3
1,297,3,4
1396,50,4,4
461,684,3,3
467,725,4,3
267,551,4,4
487,874,4,3
635,39,4,4
950,404,3,4
1494,804,4,3
1552,792,3,3
444,398,4,4
1524,236,3,4
756,364,3,4
658,856,3,3
776,120,4,4
687,882,4,3
1010,822,3,3
1430,679,4,3
459,732,4,3
1240,456,3,4
705,268,3,2
1089,294,2,4
39,18,4,4
210,473,4,4
1589,247,4,4
201,270,4,3
459,324,4,3
1537,394,4,4
13,467,4,4
1195,667,4,3
1266,373,4,4
246,289,3,3
174,692,3,3
1373,312,4,3
734,479,3,4
465,586,3,3
947,684,3,3
369,498,3,4
891,493,4,4
967,633,3,3
1190,871,3,3
402,217,3,3
1327,326,3,4
1638,653,3,2
963,863,3,3
588,337,4,4
171,904,4,3
543,530,4,4
612,458,4,4
691,367,4,3
1561,647,4,3
678,561,2,3
596,135,3,4
606,195,3,4
1654,477,4,3
1393,884,4,3
403,498,3,4
1199,322,4,3
928,939,4,3
732,745,3,3
1038,458,4,4
945,721,4,3
477,213,4,3
433,120,4,4
437,171,3,4
1218,745,3,3
536,54,4,4
582,29,4,4
609,43,4,4
303,479,3,4
482,864,4,3
288,341,4,4
342,533,3,3
273,518,5,4
1012,550,4,3
1055,234,3,4
1063,134,4,4
125,828,3,3
798,133,3,4
1127,435,3,4
282,607,4,3
679,602,4,3
431,393,2,4
888,412,4,4
21,720,4,3
852,18,4,4
1253,660,3,2
1469,722,4,3
1053,132,4,4
1551,806,4,3
1159,523,4,3
1010,43,4,4
1154,132,3,4
400,83,3,4
199,35,3,4
962,537,3,2
1200,390,4,4
549,521,3,3
1394,73,4,4
551,854,3,3
594,928,5,3
825,76,4,4
169,268,5,2
318,389,4,4
1208,351,4,3
731,823,4,3
1412,712,4,3
1241,6,4,4
538,888,4,3
522,620,4,3
130,179,3,4
752,295,4,3
432,384,4,3
340,185,4,3
162,905,3,3
128,640,4,3
878,868,3,2
1446,39,4,4
645,667,4,3
1273,319,3,4
416,267,4,4
633,662,4,3
1190,891,4,3
301,378,3,4
1648,513,4,3
1607,480,4,4
272,361,4,4
351,397,4,4
949,50,4,4
1666,834,4,3
963,224,3,3
516,300,4,4
1310,806,4,3
1283,537,3,2
456,791,4,3
702,141,3,4
1202,485,3,4
1248,745,3,3
1081,269,3,4
570,100,3,4
625,912,4,3
1032,760,3,3
1662,159,3,4
57,118,5,3
653,586,3,3
197,316,4,4
29,791,4,3
230,639,3,2
779,839,3,3
735,744,4,3
83,748,3,3
1370,368,3,4
37,432,4,4
674,169,4,4
697,704,4,3
1308,382,3,4
538,102,3,3
417,277,4,4
646,357,4,3
667,180,4,4
1484,343,4,4
1081,648,3,3
1237,653,3,2
1518,530,4,3
880,482,3,4
1617,733,3,3
327,745,3,3
1351,493,4,4
1305,643,4,3
455,403,4,4
1127,662,4,3
877,533,3,3
1393,774,2,3
794,170,4,4
1277,604,3,3
1223,106,4,4
365,819,4,3
1054,834,4,3
687,324,4,3
1387,716,4,3
1000,464,4,3
26,343,3,4
889,835,4,3
337,760,3,3
632,626,2,3
14,521,3,4
1433,939,4,3
1281,580,4,3
1622,501,4,4
969,883,4,3
1054,379,4,4
1432,277,4,4
259,237,4,3
482,727,3,3
1649,899,4,3
415,638,4,3
332,260,4,3
1508,277,4,4
178,294,3,4
1213,473,4,4
1056,869,3,3
646,461,3,4
453,359,4,4
538,849,5,3
1163,195,3,4
1062,550,4,3
26,380,3,4
115,941,4,3
1091,268,2,2
1169,883,4,3
1204,228,3,4
305,557,3,3
1027,14,4,4
1256,767,4,3
1394,174,4,4
932,896,3,2
1358,544,3,3
1274,408,4,4
627,631,3,3
1318,895,4,3
883,80,4,4
1620,249,4,3
40,474,4,3
714,313,4,4
278,55,3,4
1659,68,3,4
536,481,4,4
1347,774,2,3
317,574,4,4
231,232,4,4
713,748,4,3
720,938,3,3
713,606,4,3
899,738,4,3
81,657,3,3
312,929,4,3
79,707,3,3
1081,891,4,3
1407,167,3,4
191,412,4,4
915,281,3,4
283,59,4,4
1608,355,4,3
974,891,4,3
226,80,4,4
450,77,4,4
264,706,3,3
550,539,4,3
132,51,4,4
1547,10,4,4
995,300,4,4
480,557,4,4
145,743,4,3
1563,369,4,3
978,599,4,4
1313,542,3,4
634,461,3,4
1311,298,4,4
1642,649,4,3
48,652,3,3
1635,135,3,4
1076,382,3,4
294,457,2,3
156,211,3,4
1342,487,4,4
939,219,4,4
1319,778,3,3
1034,640,4,3
734,597,4,3
1609,724,2,3
446,458,4,4
715,499,4,4
1265,99,4,4
9,275,3,4
459,906,4,3
400,353,3,4
1004,448,3,4
469,101,3,3
314,922,3,3
16,132,4,4
426,820,3,3
1537,603,4,3
491,92,3,4
129,581,4,3
770,908,4,3
872,162,4,4
1092,323,4,4
1039,932,4,3
1006,482,3,4
406,242,4,3
1178,627,3,3
824,597,3,3
842,465,3,4
681,402,4,4
1471,450,4,4
1479,174,4,4
593,668,4,3
165,321,4,4
1490,915,3,3
710,563,4,3
562,324,4,3
1474,270,4,3
1025,155,3,3
282,920,3,3
1348,571,3,3
1666,794,4,3
408,592,5,3
634,662,4,3
142,56,4,4
1068,802,3,3
766,132,4,4
173,941,4,3
1189,292,4,3
1016,317,4,4
1269,87,4,4
1321,775,4,3
1555,353,3,4
1243,827,3,3
1572,617,3,3
1405,667,4,3
82,426,4,4
1581,807,4,3
1603,921,3,3
761,229,3,3
911,220,4,4
693,271,4,4
1492,489,4,4
526,605,5,3
696,584,4,3
630,700,4,3
1071,853,3,3
1150,652,3,3
1320,625,3,3
2,738,3,3
256,25,4,4
1376,407,3,4
1018,615,4,3
583,940,3,3
1443,159,3,4
302,673,3,3
134,712,4,3
151,342,3,4
1372,843,3,2
1151,430,4,4
655,671,4,3
1626,239,4,3
795,398,4,4
376,850,5,3
151,941,4,3
999,3,3,3
381,75,3,4
646,550,4,3
1280,827,3,3
918,838,4,3
1246,391,4,4
522,941,4,3
1589,570,3,3
1408,71,4,4
1151,540,4,3
799,877,4,3
227,941,4,3
1039,570,3,3
740,483,3,4
1308,277,4,4
813,317,4,4
1209,679,4,3
1419,334,4,4
1015,830,4,3
1617,12,4,4
1562,837,3,3
1203,810,4,3
1385,525,3,3
658,446,3,3
1343,619,4,3
1338,937,3,3
1384,782,3,2
1650,714,4,3
857,745,3,3
1498,658,4,3
365,779,4,3
1613,106,4,4
1093,16,4,4
263,896,3,2
1666,943,3,3
1391,578,3,3
169,284,4,4
1133,15,3,3
734,484,4,4
321,145,3,4
275,771,5,3
1452,484,4,4
32,595,3,3
1499,269,3,4
1153,637,2,3
582,936,4,3
473,481,4,4
714,400,4,4
440,670,4,3
549,662,4,3
518,71,4,4
462,304,3,4
1032,526,3,3
438,918,3,3
1060,323,4,4
1261,439,4,4
1650,195,3,4
1342,405,2,2
646,634,3,3
1648,809,3,3
1263,87,4,4
928,320,4,4
836,694,4,3
479,273,4,4
1132,511,4,4
1520,131,4,3
1192,482,3,4
1336,919,3,3
1208,851,3,3
1029,500,3,4
1217,283,4,3
870,104,3,3
1009,563,4,3
1030,654,4,3
889,201,3,4
1104,435,3,4
406,674,4,3
853,483,3,3
894,772,4,3
1011,609,2,3
90,194,3,2
1144,761,3,3
1186,165,4,4
1152,566,3,3
1124,886,3,3
73,432,4,4
842,5,3,3
75,180,4,4
965,263,4,3
1462,15,3,3
1311,788,3,3
87,324,4,3
1146,623,4,3
187,803,3,3
1101,501,4,4
1543,103,4,4
1349,92,3,4
385,802,3,3
633,632,4,3
693,879,4,3
1312,418,3,3
827,585,4,3
966,423,4,4
503,430,4,4
71,669,3,3
428,492,4,4
1563,599,4,3
756,481,4,4
388,768,3,3
1662,76,4,4
1512,130,4,4
190,366,4,3
504,433,4,4
580,675,4,3
363,628,5,3
34,339,4,3
923,297,3,4
1621,134,4,4
391,267,3,4
988,791,4,3
1555,758,4,3
833,263,4,3
60,430,4,4
597,437,4,4
4,634,3,3
813,583,4,3
1105,299,3,4
1132,448,3,4
828,186,3,4
803,564,3,3
618,746,4,3
372,431,3,4
515,744,4,3
922,239,4,3
667,389,4,4
945,557,4,3
1290,866,3,3
501,697,4,3
447,833,5,3
838,360,4,4
898,525,3,3
1168,263,4,3
818,411,4,4
447,875,4,3
63,473,4,4
968,37,4,4
908,602,4,3
163,550,4,3
897,372,4,3
5,679,4,3
17,65,4,4
843,218,4,4
626,457,4,3
1454,582,3,3
1669,796,4,3
179,126,4,4
294,750,4,3
729,211,3,4
422,390,4,4
1178,314,2,4
24,888,4,3
1674,161,3,3
1031,2,4,4
132,10,5,4
910,646,3,3
202,901,4,3
1284,238,3,4
1263,55,3,4
745,889,3,3
250,17,3,4
1538,139,4,3
728,316,3,4
10,604,3,3
1160,829,4,3
1649,195,3,4
883,254,3,4
1073,653,3,2
1033,565,5,3
144,423,4,4
880,167,3,4
1174,871,3,3
404,654,4,3
163,916,3,3
367,696,4,3
619,182,4,4
1202,730,3,3
1309,95,3,4
789,130,4,4
106,692,3,3
1192,909,4,3
940,349,3,4
1649,172,3,4
343,300,4,4
675,710,4,3
1126,688,5,3
715,73,4,4
1239,305,3,4
963,440,4,3
1525,513,4,3
885,600,4,3
762,467,3,4
159,433,4,4
716,322,4,3
1514,159,3,4
1175,456,3,4
450,683,3,3
603,927,4,3
947,884,4,3
1093,783,4,3
825,826,4,3
220,144,4,4
688,355,4,3
642,765,4,3
1521,669,3,3
480,513,4,3
456,866,3,3
1343,52,4,4
1074,317,4,4
1403,20,3,4
463,417,3,4
1610,786,4,3
986,138,4,3
887,29,4,4
1440,722,4,3
1224,862,4,3
799,734,4,3
1102,861,4,3
1339,837,3,3
334,778,3,3
1080,806,4,3
135,668,4,3
1363,83,3,4
40,635,3,3
527,703,4,3
65,164,4,3
882,854,3,3
1634,841,4,3
1240,384,4,3
1411,892,4,3
642,860,3,3
589,174,4,4
1306,501,4,4
367,543,4,3
1366,584,4,3
1077,249,4,3
50,918,3,3
1664,530,4,4
90,754,3,3
677,478,3,4
962,662,4,3
578,518,4,3
1173,82,3,4
1180,450,4,4
1335,846,4,3
207,251,4,4
385,583,4,3
1653,786,4,3
364,291,3,4
1201,647,4,3
445,781,4,3
536,25,4,4
1639,51,4,4
993,632,4,3
1274,454,3,2
1114,706,3,3
125,332,5,3
158,709,4,3
1602,464,4,3
1659,158,4,4
192,869,3,3
1145,721,4,3
312,537,3,2
1313,580,4,3
162,847,3,3
1641,474,4,3
769,151,4,4
91,141,3,4
212,56,4,4
350,190,3,4
1530,911,4,3
1554,83,3,4
324,77,4,4
977,689,4,3
1108,349,3,4
590,444,4,4
1221,272,4,3
1332,886,3,3
1391,887,4,3
726,198,3,4
1147,606,4,3
343,799,4,3
647,675,4,3
1129,184,4,4
764,9,4,4
977,565,5,3
1517,805,3,3
1603,519,4,3
1243,937,3,3
566,770,4,3
386,212,4,4
686,771,4,3
1362,617,3,3
1159,80,4,4
1501,399,3,2
1134,756,3,3
993,934,4,3
752,906,4,3
1644,118,5,3
1078,260,4,3
780,272,4,3
1413,596,4,3
28,158,4,4
1458,662,4,3
49,128,4,4
360,280,4,4
1555,912,4,3
1140,374,3,4
806,221,4,4
898,833,3,3
941,60,4,4
1621,541,4,4
1016,599,4,3
1535,926,3,3
1318,505,3,4
951,119,4,4
210,70,4,4
1102,799,4,3
1001,764,4,3
1460,376,4,4
1003,31,4,4
645,501,4,4
1149,373,4,4
496,87,5,4
779,257,4,3
932,801,4,3
1359,761,3,3
1163,277,4,4
142,630,3,3
1028,786,4,3
132,75,3,4
1539,589,3,3
731,175,4,4
1598,183,3,4
88,404,3,4
175,85,4,4
1382,699,3,3
1304,769,3,3
761,6,4,4
1544,872,3,3
973,346,3,4
1528,927,4,3
348,776,3,3
1609,60,4,4
1513,67,4,4
944,697,4,3
1137,554,4,3
39,701,4,3
342,492,4,3
913,37,4,4
657,237,4,3
615,423,4,4
826,92,2,4
23,712,4,3
891,849,5,3
1536,813,3,3
1670,234,3,4
615,558,4,3
1148,495,4,4
947,166,4,4
552,692,3,3
655,601,3,3
1454,444,4,4
81,792,3,3
481,708,3,3
1332,75,3,4
416,471,3,4
1440,182,4,4
746,483,3,3
480,606,4,3
357,213,5,3
500,726,3,3
968,174,4,4
1361,534,4,3
261,394,4,4
773,752,3,3
456,602,4,3
287,510,3,3
1145,206,2,3
1526,93,3,4
1461,371,4,3
1140,91,4,4
432,761,3,3
522,807,4,3
612,704,4,3
261,486,3,4
155,682,3,3
80,297,3,4
269,162,4,4
442,605,4,3
535,782,3,2
51,389,4,4
24,294,4,4
1399,254,3,4
421,924,4,3
1631,895,4,3
59,14,4,4
1364,585,4,3
423,649,4,3
1455,199,3,3
1143,462,4,3
723,389,4,4
890,564,3,3
1117,249,4,3
1339,816,4,3
302,289,3,3
1059,400,4,4
123,848,4,3
554,219,4,4
447,49,3,3
1440,807,4,3
283,377,4,4
561,628,5,3
675,575,3,3
189,388,4,3
1262,177,4,4
946,85,4,4
1614,427,5,3
1212,932,4,3
1461,264,4,3
885,574,4,3
1659,797,3,3
1219,514,4,4
530,407,3,4
1167,402,4,4
1354,658,4,3
804,89,4,4
237,705,4,3
1118,814,3,3
339,883,4,3
600,304,3,4
736,29,4,4
1254,25,4,4
1410,175,4,4
367,436,4,4
516,891,4,3
1245,388,4,3
563,180,4,4
662,922,3,3
1146,879,4,3
1149,380,3,4
686,414,4,4
197,922,3,3
1462,816,4,3
752,696,4,3
1442,785,4,3
1316,249,4,3
1207,433,4,4
1000,326,3,4
458,694,4,3
782,1,4,4
1062,338,4,3
322,268,3,2
645,547,4,3
1354,285,4,4
1496,899,4,3
381,858,3,3
296,471,3,4
522,895,4,3
11,23,4,4
1040,533,3,3
297,402,4,4
453,600,4,3
236,632,4,3
881,305,3,4
258,262,4,4
1294,421,4,4
1660,837,3,3
400,566,3,3
1238,812,4,3
215,341,4,4
585,547,4,3
1541,566,3,3
636,27,3,4
371,337,4,4
1465,292,4,3
1535,347,4,4
504,258,4,4
1382,746,4,3
1015,95,3,4
274,301,4,4
1139,606,4,3
270,941,4,3
1338,486,3,4
147,837,3,3
665,371,4,3
39,380,3,4
989,106,4,4
591,749,4,3
340,790,3,3
1606,133,3,4
379,306,4,4
415,117,4,4
441,238,3,4
1501,60,4,4
1525,87,4,4
941,494,4,4
257,65,4,4
211,291,4,4
716,162,4,4
1021,887,4,3
1145,532,4,3
651,57,4,4
1612,205,3,3
1157,700,4,3
648,755,3,3
204,308,4,4
723,378,3,4
623,770,4,3
597,561,3,3
1182,487,4,4
204,1,5,4
458,141,3,4
486,403,4,4
137,772,4,3
1119,188,4,4
1249,852,3,3
385,404,3,4
450,865,2,3
1344,647,4,3
1018,865,2,3
717,260,4,3
1168,866,3,3
914,640,4,3
571,257,4,3
1100,98,4,4
690,872,3,3
209,432,4,4
1229,32,3,4
1639,752,3,3
205,312,5,3
847,877,4,3
904,44,4,4
893,625,3,3
1375,473,4,3
363,558,4,3
539,470,4,4
1031,869,3,3
655,928,5,3
225,418,3,3
444,222,3,4
355,530,4,4
699,279,3,4
1176,786,4,3
1287,935,4,3
617,100,3,4
