user,item,rating,cosine,jaccard,pearson,pip,mpip
264,7,5,4.0,3.0,4.0,3.0,4.0
411,405,4,0.0,3.0,4.0,4.0,3.0
632,12,5,4.0,3.0,4.0,4.0,4.0
13,191,3,3.0,4.0,3.0,3.0,4.0
543,381,4,0.0,3.0,4.0,4.0,4.0
271,630,2,4.0,4.0,4.0,4.0,4.0
373,684,4,4.0,3.0,4.0,4.0,4.0
500,584,1,3.0,4.0,4.0,3.0,3.0
11,741,5,3.0,3.0,2.0,3.0,3.0
271,54,3,4.0,3.0,4.0,4.0,4.0
643,246,5,4.0,3.0,3.0,3.0,4.0
559,318,5,4.0,3.0,4.0,3.0,4.0
378,42,4,3.0,3.0,3.0,3.0,4.0
709,117,4,3.0,3.0,4.0,3.0,3.0
537,30,3,5.0,3.0,4.0,4.0,4.0
896,515,3,4.0,4.0,4.0,4.0,4.0
346,157,3,3.0,3.0,3.0,3.0,3.0
280,288,5,4.0,3.0,3.0,3.0,3.0
44,636,4,4.0,3.0,4.0,4.0,4.0
437,151,5,4.0,3.0,4.0,3.0,4.0
267,579,3,4.0,4.0,4.0,4.0,4.0
210,97,5,4.0,4.0,4.0,3.0,4.0
580,294,4,3.0,3.0,3.0,3.0,3.0
654,195,4,4.0,4.0,4.0,4.0,4.0
815,639,2,0.0,4.0,4.0,4.0,3.0
894,990,3,3.0,3.0,6.0,3.0,3.0
222,356,4,3.0,3.0,2.0,3.0,3.0
690,1273,3,3.0,3.0,3.0,3.0,3.0
347,660,2,4.0,4.0,3.0,4.0,4.0
238,1258,1,3.0,3.0,3.0,3.0,3.0
275,50,4,4.0,4.0,4.0,4.0,4.0
579,245,2,4.0,3.0,3.0,3.0,3.0
131,221,3,0.0,3.0,4.0,1.0,3.0
268,189,4,3.0,3.0,3.0,3.0,3.0
429,411,3,3.0,3.0,4.0,3.0,3.0
479,421,4,4.0,3.0,4.0,3.0,3.0
425,323,2,0.0,3.0,3.0,3.0,3.0
519,751,4,0.0,3.0,4.0,3.0,3.0
655,913,4,3.0,3.0,3.0,3.0,3.0
152,278,4,4.0,3.0,4.0,1.0,4.0
721,259,3,4.0,3.0,4.0,3.0,3.0
942,318,5,4.0,4.0,4.0,3.0,4.0
532,568,5,4.0,3.0,4.0,4.0,5.0
889,1134,4,3.0,3.0,3.0,3.0,4.0
804,662,4,4.0,4.0,4.0,4.0,4.0
398,211,4,4.0,4.0,4.0,4.0,4.0
116,250,4,4.0,3.0,3.0,4.0,3.0
360,520,4,4.0,3.0,4.0,4.0,4.0
363,24,3,0.0,3.0,4.0,4.0,3.0
830,231,2,3.0,3.0,3.0,3.0,4.0
618,559,3,4.0,3.0,4.0,4.0,3.0
806,475,4,4.0,3.0,4.0,4.0,4.0
498,483,3,3.0,3.0,3.0,3.0,4.0
686,2,3,4.0,3.0,3.0,3.0,5.0
782,1384,3,3.0,1.0,3.0,3.0,3.0
372,595,4,4.0,4.0,3.0,4.0,4.0
325,269,4,0.0,3.0,3.0,3.0,3.0
271,1133,3,4.0,3.0,4.0,4.0,4.0
540,50,5,4.0,3.0,4.0,3.0,4.0
400,749,4,3.0,4.0,4.0,3.0,4.0
492,479,3,0.0,4.0,4.0,4.0,4.0
718,841,4,4.0,3.0,4.0,4.0,4.0
198,97,3,4.0,3.0,4.0,4.0,4.0
733,676,4,3.0,4.0,3.0,3.0,4.0
181,815,3,1.0,3.0,4.0,1.0,4.0
201,559,2,0.0,3.0,4.0,3.0,4.0
193,1090,2,3.0,3.0,3.0,3.0,3.0
51,182,3,3.0,3.0,4.0,3.0,3.0
449,251,3,4.0,3.0,4.0,3.0,4.0
712,26,2,0.0,3.0,3.0,3.0,4.0
727,760,1,3.0,3.0,4.0,3.0,3.0
908,434,4,0.0,4.0,4.0,4.0,4.0
454,742,3,3.0,3.0,3.0,3.0,4.0
326,701,4,3.0,3.0,3.0,3.0,3.0
85,127,5,0.0,3.0,4.0,4.0,4.0
613,64,5,3.0,3.0,4.0,3.0,4.0
458,631,4,4.0,4.0,4.0,4.0,4.0
235,195,4,4.0,3.0,3.0,3.0,4.0
519,333,3,0.0,3.0,4.0,3.0,3.0
796,447,3,4.0,3.0,3.0,3.0,3.0
896,83,5,4.0,4.0,4.0,4.0,4.0
178,76,3,0.0,3.0,3.0,3.0,4.0
499,318,5,3.0,3.0,4.0,4.0,4.0
271,188,2,4.0,3.0,4.0,4.0,4.0
476,692,3,0.0,3.0,4.0,4.0,3.0
343,334,5,3.0,4.0,3.0,3.0,2.0
453,780,3,3.0,3.0,3.0,3.0,3.0
224,893,3,0.0,3.0,3.0,3.0,4.0
749,969,4,0.0,4.0,4.0,4.0,5.0
94,823,3,3.0,3.0,3.0,3.0,4.0
861,531,4,4.0,3.0,4.0,4.0,4.0
62,1016,4,3.0,3.0,4.0,4.0,4.0
84,1040,3,4.0,3.0,4.0,1.0,4.0
393,1091,2,3.0,3.0,3.0,3.0,3.0
638,176,3,4.0,3.0,4.0,3.0,4.0
398,126,4,4.0,4.0,4.0,3.0,4.0
898,689,3,4.0,4.0,3.0,3.0,4.0
784,327,4,3.0,3.0,3.0,3.0,3.0
379,158,1,4.0,3.0,4.0,4.0,3.0
935,742,5,4.0,3.0,4.0,4.0,3.0
15,1,1,4.0,3.0,3.0,3.0,4.0
64,569,3,4.0,3.0,4.0,4.0,4.0
392,59,4,4.0,4.0,4.0,4.0,4.0
318,161,3,0.0,3.0,4.0,4.0,4.0
435,199,5,3.0,3.0,4.0,4.0,4.0
645,194,4,3.0,3.0,4.0,4.0,4.0
643,671,4,4.0,3.0,3.0,3.0,4.0
256,802,3,3.0,3.0,7.0,3.0,4.0
94,386,4,4.0,3.0,4.0,4.0,4.0
911,7,4,0.0,3.0,4.0,3.0,4.0
880,147,4,4.0,3.0,4.0,4.0,3.0
308,741,4,0.0,3.0,3.0,4.0,4.0
293,33,2,3.0,3.0,4.0,4.0,3.0
593,143,4,3.0,3.0,4.0,4.0,4.0
595,368,1,3.0,3.0,4.0,3.0,3.0
747,517,5,4.0,3.0,4.0,4.0,4.0
719,509,2,0.0,3.0,4.0,4.0,4.0
891,118,4,4.0,3.0,4.0,1.0,4.0
682,339,2,3.0,3.0,3.0,3.0,4.0
551,603,5,4.0,4.0,4.0,4.0,4.0
110,765,3,0.0,3.0,3.0,3.0,3.0
221,12,5,4.0,4.0,4.0,4.0,4.0
305,184,3,4.0,3.0,4.0,3.0,3.0
7,258,4,4.0,3.0,5.0,3.0,4.0
471,588,1,3.0,3.0,3.0,3.0,5.0
49,741,4,3.0,3.0,4.0,3.0,3.0
623,183,3,4.0,3.0,4.0,4.0,4.0
484,554,4,0.0,3.0,3.0,4.0,4.0
378,313,5,4.0,3.0,3.0,3.0,3.0
457,57,4,4.0,3.0,4.0,4.0,4.0
343,510,5,4.0,3.0,4.0,5.0,4.0
694,199,5,0.0,4.0,4.0,4.0,4.0
64,265,4,4.0,3.0,4.0,4.0,4.0
299,501,3,0.0,4.0,4.0,4.0,3.0
610,423,4,0.0,3.0,4.0,4.0,4.0
221,23,4,4.0,4.0,4.0,4.0,4.0
245,240,1,4.0,3.0,4.0,1.0,3.0
755,938,3,3.0,3.0,4.0,3.0,3.0
756,197,2,4.0,4.0,4.0,4.0,4.0
222,396,1,4.0,3.0,2.0,3.0,3.0
321,863,3,4.0,4.0,4.0,4.0,4.0
405,1400,1,2.0,3.0,2.0,2.0,2.0
556,135,2,4.0,3.0,4.0,4.0,4.0
453,364,3,3.0,3.0,3.0,3.0,3.0
868,449,3,3.0,3.0,3.0,3.0,3.0
664,56,4,3.0,3.0,3.0,4.0,4.0
92,802,2,0.0,3.0,3.0,3.0,3.0
684,147,2,0.0,3.0,4.0,4.0,4.0
269,135,4,4.0,4.0,4.0,4.0,4.0
157,508,5,4.0,3.0,4.0,4.0,3.0
239,463,5,0.0,4.0,4.0,4.0,4.0
265,477,3,4.0,3.0,4.0,4.0,3.0
504,667,3,3.0,3.0,3.0,4.0,4.0
313,531,3,4.0,4.0,4.0,4.0,4.0
892,755,4,4.0,3.0,4.0,2.0,4.0
749,398,3,0.0,3.0,2.0,3.0,4.0
807,139,2,0.0,3.0,4.0,3.0,4.0
600,22,5,3.0,3.0,3.0,4.0,4.0
721,402,4,4.0,3.0,4.0,4.0,3.0
524,950,4,3.0,3.0,3.0,3.0,3.0
878,662,1,3.0,4.0,10.0,3.0,4.0
805,423,1,3.0,4.0,3.0,3.0,4.0
339,1110,4,4.0,3.0,4.0,4.0,4.0
862,520,4,4.0,3.0,4.0,4.0,3.0
795,203,3,4.0,4.0,4.0,3.0,4.0
269,1065,5,3.0,3.0,3.0,3.0,3.0
130,929,4,4.0,3.0,4.0,4.0,4.0
208,211,5,4.0,3.0,4.0,4.0,4.0
38,395,3,0.0,3.0,4.0,3.0,4.0
456,265,3,3.0,3.0,3.0,3.0,4.0
533,692,4,4.0,3.0,4.0,4.0,3.0
293,482,4,4.0,4.0,1.0,4.0,4.0
205,315,4,3.0,3.0,3.0,3.0,4.0
804,948,1,3.0,3.0,-2.0,3.0,4.0
406,605,5,4.0,4.0,4.0,4.0,5.0
24,69,5,4.0,3.0,3.0,4.0,4.0
503,714,4,4.0,3.0,4.0,4.0,4.0
183,294,3,3.0,3.0,3.0,3.0,3.0
406,276,4,4.0,4.0,4.0,3.0,4.0
297,157,2,3.0,3.0,3.0,3.0,3.0
468,584,4,4.0,4.0,3.0,3.0,4.0
75,696,4,3.0,3.0,3.0,3.0,4.0
92,1207,3,0.0,3.0,4.0,3.0,3.0
487,249,1,3.0,3.0,3.0,3.0,3.0
261,596,2,4.0,3.0,3.0,2.0,3.0
325,1003,3,3.0,3.0,3.0,3.0,3.0
350,50,5,4.0,3.0,4.0,4.0,4.0
940,1137,3,4.0,3.0,4.0,4.0,3.0
339,550,2,4.0,3.0,4.0,4.0,4.0
95,674,2,3.0,3.0,3.0,3.0,3.0
267,181,5,3.0,3.0,2.0,3.0,4.0
303,72,3,0.0,4.0,4.0,3.0,3.0
366,860,2,4.0,3.0,4.0,4.0,3.0
262,432,3,3.0,4.0,3.0,3.0,4.0
665,157,3,4.0,3.0,4.0,4.0,4.0
712,195,3,0.0,3.0,4.0,4.0,4.0
650,1035,2,0.0,3.0,4.0,3.0,3.0
677,1,4,4.0,3.0,4.0,4.0,4.0
95,144,5,3.0,3.0,3.0,3.0,4.0
428,352,4,3.0,3.0,3.0,3.0,2.0
77,1028,1,0.0,3.0,4.0,4.0,4.0
194,720,2,3.0,3.0,4.0,3.0,3.0
5,209,5,3.0,3.0,3.0,3.0,4.0
933,393,2,3.0,4.0,3.0,3.0,4.0
883,405,3,4.0,3.0,4.0,4.0,4.0
319,750,3,3.0,4.0,3.0,3.0,3.0
721,216,5,4.0,3.0,4.0,4.0,4.0
498,192,5,3.0,3.0,3.0,3.0,4.0
62,64,4,4.0,3.0,4.0,4.0,4.0
933,424,1,3.0,3.0,3.0,3.0,3.0
840,750,4,4.0,4.0,4.0,3.0,3.0
786,484,4,3.0,4.0,4.0,4.0,4.0
704,607,4,4.0,4.0,3.0,3.0,4.0
445,979,2,0.0,3.0,4.0,4.0,2.0
7,594,3,4.0,3.0,4.0,4.0,4.0
292,282,4,4.0,4.0,4.0,4.0,4.0
145,443,3,4.0,4.0,4.0,4.0,4.0
618,91,4,3.0,3.0,4.0,4.0,3.0
756,739,4,4.0,3.0,3.0,3.0,3.0
828,60,4,4.0,4.0,1.0,3.0,4.0
94,455,3,3.0,3.0,2.0,1.0,4.0
881,1057,1,3.0,3.0,3.0,3.0,3.0
432,678,4,4.0,3.0,3.0,3.0,4.0
643,780,4,4.0,3.0,4.0,3.0,3.0
291,550,4,4.0,3.0,4.0,4.0,4.0
372,262,4,3.0,3.0,3.0,3.0,4.0
364,948,4,3.0,3.0,3.0,3.0,3.0
262,204,3,3.0,3.0,3.0,3.0,4.0
112,887,5,4.0,3.0,3.0,3.0,3.0
85,57,5,0.0,4.0,4.0,3.0,4.0
214,182,4,4.0,3.0,4.0,4.0,3.0
537,519,3,3.0,4.0,3.0,3.0,4.0
648,368,2,3.0,3.0,3.0,1.0,3.0
674,827,4,0.0,3.0,4.0,4.0,4.0
894,273,3,4.0,3.0,-1.0,3.0,3.0
280,692,3,0.0,4.0,4.0,4.0,4.0
585,275,4,0.0,4.0,4.0,4.0,4.0
168,280,4,4.0,3.0,5.0,3.0,4.0
145,826,2,4.0,3.0,3.0,4.0,3.0
405,196,1,2.0,3.0,2.0,2.0,4.0
871,360,3,4.0,1.0,4.0,3.0,3.0
69,1143,5,4.0,3.0,3.0,3.0,4.0
454,633,2,4.0,4.0,4.0,4.0,5.0
34,329,5,4.0,3.0,4.0,4.0,4.0
864,125,4,3.0,3.0,4.0,4.0,4.0
405,1464,1,2.0,2.0,2.0,2.0,2.0
788,621,3,3.0,4.0,3.0,2.0,3.0
352,181,4,0.0,3.0,4.0,4.0,4.0
170,326,5,4.0,3.0,4.0,3.0,4.0
45,993,4,4.0,4.0,3.0,4.0,3.0
395,866,3,3.0,3.0,3.0,4.0,4.0
346,94,3,3.0,3.0,3.0,3.0,3.0
641,89,4,4.0,3.0,4.0,4.0,4.0
497,540,2,3.0,3.0,3.0,3.0,3.0
58,25,4,3.0,3.0,3.0,4.0,4.0
484,202,5,0.0,3.0,4.0,4.0,4.0
435,217,4,3.0,3.0,3.0,3.0,3.0
280,158,2,0.0,3.0,4.0,3.0,3.0
194,648,4,3.0,4.0,4.0,4.0,4.0
721,289,3,4.0,3.0,4.0,4.0,4.0
809,313,4,4.0,4.0,3.0,3.0,3.0
436,1489,2,4.0,3.0,4.0,4.0,4.0
268,382,3,3.0,3.0,3.0,3.0,3.0
207,997,1,3.0,4.0,3.0,3.0,3.0
707,1141,3,4.0,3.0,4.0,4.0,4.0
417,544,3,0.0,3.0,4.0,3.0,3.0
194,195,3,4.0,3.0,4.0,4.0,4.0
13,865,5,3.0,4.0,4.0,3.0,3.0
472,95,3,0.0,3.0,4.0,3.0,4.0
644,322,5,3.0,3.0,3.0,3.0,3.0
337,25,3,4.0,3.0,4.0,3.0,4.0
709,200,4,4.0,3.0,4.0,4.0,3.0
843,860,3,3.0,3.0,3.0,3.0,3.0
239,589,3,0.0,3.0,4.0,4.0,3.0
532,210,5,4.0,3.0,4.0,4.0,4.0
314,71,5,4.0,3.0,3.0,4.0,4.0
405,520,2,2.0,3.0,2.0,2.0,4.0
655,23,3,0.0,3.0,3.0,3.0,4.0
619,281,4,4.0,3.0,3.0,3.0,4.0
561,185,4,3.0,3.0,3.0,3.0,4.0
13,813,1,3.0,3.0,3.0,3.0,4.0
320,294,4,3.0,3.0,3.0,3.0,3.0
573,495,2,4.0,4.0,4.0,4.0,4.0
498,430,4,3.0,3.0,3.0,3.0,3.0
178,363,3,0.0,3.0,3.0,3.0,4.0
846,684,5,4.0,3.0,4.0,4.0,4.0
472,43,4,0.0,3.0,3.0,4.0,4.0
796,491,4,4.0,4.0,4.0,4.0,4.0
518,237,4,0.0,3.0,4.0,4.0,4.0
629,153,5,4.0,3.0,4.0,4.0,4.0
538,710,3,4.0,3.0,4.0,4.0,4.0
148,169,5,0.0,4.0,4.0,4.0,3.0
625,597,2,4.0,3.0,3.0,3.0,3.0
226,527,4,4.0,3.0,4.0,4.0,4.0
254,575,3,4.0,3.0,3.0,4.0,3.0
94,780,3,4.0,3.0,4.0,4.0,4.0
825,290,4,4.0,3.0,4.0,3.0,4.0
608,100,4,4.0,3.0,4.0,4.0,4.0
246,98,4,4.0,3.0,4.0,4.0,4.0
889,474,4,3.0,3.0,3.0,3.0,3.0
750,688,1,4.0,3.0,3.0,3.0,3.0
254,269,2,4.0,3.0,4.0,4.0,4.0
846,727,4,4.0,3.0,4.0,4.0,4.0
848,180,2,0.0,3.0,4.0,4.0,4.0
639,170,4,3.0,4.0,3.0,3.0,4.0
46,909,5,4.0,3.0,4.0,4.0,4.0
176,111,4,4.0,3.0,4.0,4.0,4.0
43,210,5,4.0,3.0,4.0,4.0,4.0
406,962,4,4.0,4.0,4.0,4.0,4.0
506,333,4,4.0,3.0,4.0,4.0,3.0
145,229,3,4.0,3.0,4.0,3.0,3.0
146,307,3,0.0,3.0,3.0,3.0,4.0
554,9,4,4.0,3.0,4.0,4.0,4.0
186,939,5,3.0,3.0,3.0,4.0,4.0
862,845,4,0.0,4.0,4.0,4.0,3.0
91,318,5,3.0,4.0,2.0,3.0,4.0
782,1644,2,3.0,3.0,3.0,3.0,3.0
349,276,5,3.0,3.0,4.0,3.0,4.0
229,340,4,3.0,3.0,3.0,3.0,3.0
393,194,4,3.0,3.0,4.0,4.0,3.0
59,521,5,4.0,3.0,4.0,4.0,4.0
280,322,4,4.0,3.0,4.0,3.0,3.0
26,240,3,0.0,3.0,4.0,3.0,3.0
64,480,3,4.0,4.0,4.0,4.0,4.0
365,473,4,0.0,3.0,3.0,3.0,4.0
663,655,4,3.0,3.0,3.0,3.0,3.0
328,983,3,4.0,3.0,4.0,4.0,3.0
119,459,4,4.0,3.0,4.0,4.0,4.0
483,116,3,3.0,3.0,3.0,3.0,4.0
188,684,3,4.0,3.0,4.0,4.0,4.0
682,327,3,3.0,3.0,4.0,4.0,4.0
666,179,5,0.0,3.0,4.0,4.0,4.0
392,325,4,3.0,3.0,2.0,3.0,3.0
922,80,3,3.0,3.0,4.0,3.0,3.0
883,919,4,4.0,3.0,3.0,4.0,4.0
848,566,4,4.0,3.0,4.0,4.0,4.0
269,761,2,3.0,3.0,4.0,3.0,3.0
436,425,4,4.0,3.0,4.0,4.0,4.0
621,1047,3,4.0,4.0,4.0,1.0,3.0
301,481,4,0.0,4.0,4.0,4.0,4.0
586,385,3,4.0,3.0,4.0,4.0,5.0
118,324,4,3.0,3.0,4.0,3.0,3.0
659,367,3,4.0,4.0,4.0,4.0,4.0
470,742,4,0.0,3.0,4.0,3.0,4.0
747,582,5,4.0,3.0,4.0,4.0,4.0
377,508,4,4.0,3.0,4.0,4.0,3.0
342,427,4,4.0,4.0,4.0,4.0,4.0
352,56,5,0.0,3.0,4.0,4.0,4.0
336,4,4,3.0,4.0,4.0,4.0,3.0
346,739,3,4.0,3.0,5.0,4.0,4.0
197,313,4,3.0,4.0,3.0,3.0,3.0
796,63,3,4.0,3.0,4.0,4.0,4.0
823,197,5,0.0,4.0,4.0,4.0,4.0
347,159,4,4.0,3.0,4.0,3.0,4.0
186,1046,3,3.0,3.0,3.0,4.0,3.0
466,334,3,3.0,4.0,4.0,4.0,3.0
452,163,4,4.0,3.0,3.0,3.0,4.0
325,480,4,3.0,4.0,3.0,3.0,4.0
934,605,4,0.0,4.0,4.0,4.0,4.0
870,92,4,4.0,3.0,4.0,4.0,4.0
694,275,4,0.0,4.0,4.0,4.0,4.0
327,478,4,4.0,4.0,4.0,4.0,4.0
537,525,3,3.0,3.0,3.0,3.0,3.0
234,236,3,3.0,4.0,3.0,3.0,4.0
232,204,4,4.0,3.0,4.0,4.0,4.0
826,810,3,4.0,3.0,4.0,3.0,3.0
916,53,4,4.0,3.0,3.0,3.0,3.0
488,127,4,4.0,3.0,4.0,4.0,4.0
2,14,4,3.0,3.0,4.0,4.0,4.0
402,116,3,0.0,3.0,4.0,4.0,4.0
158,294,1,4.0,3.0,4.0,3.0,3.0
933,153,3,3.0,3.0,3.0,3.0,4.0
332,1210,3,4.0,3.0,4.0,4.0,4.0
829,458,3,3.0,3.0,3.0,3.0,3.0
301,12,4,0.0,3.0,4.0,4.0,4.0
303,181,5,0.0,3.0,4.0,4.0,4.0
780,286,4,4.0,3.0,3.0,3.0,4.0
92,157,4,0.0,3.0,4.0,3.0,4.0
907,107,5,5.0,3.0,5.0,2.0,3.0
222,186,5,4.0,4.0,3.0,4.0,4.0
607,950,3,4.0,3.0,-0.0,1.0,4.0
200,29,4,4.0,3.0,4.0,4.0,4.0
894,306,4,4.0,3.0,4.0,3.0,3.0
392,300,2,3.0,3.0,3.0,3.0,4.0
935,118,4,4.0,3.0,3.0,4.0,3.0
450,762,3,4.0,3.0,3.0,3.0,4.0
104,307,2,0.0,3.0,4.0,3.0,3.0
467,181,3,3.0,3.0,3.0,3.0,3.0
561,514,4,3.0,4.0,3.0,3.0,4.0
843,77,2,3.0,3.0,3.0,3.0,4.0
150,151,4,4.0,3.0,3.0,3.0,4.0
551,332,4,4.0,3.0,3.0,3.0,4.0
561,209,4,3.0,3.0,3.0,3.0,4.0
206,750,3,3.0,4.0,3.0,3.0,3.0
938,840,2,3.0,3.0,3.0,3.0,3.0
825,293,3,4.0,3.0,3.0,3.0,4.0
7,682,2,4.0,4.0,3.0,4.0,5.0
348,411,4,4.0,3.0,4.0,3.0,3.0
393,86,2,4.0,4.0,4.0,4.0,4.0
727,474,3,4.0,3.0,4.0,4.0,4.0
896,1074,2,3.0,3.0,3.0,3.0,3.0
73,152,3,4.0,3.0,4.0,4.0,4.0
757,385,3,3.0,3.0,3.0,4.0,4.0
95,43,2,3.0,4.0,3.0,3.0,3.0
744,276,4,3.0,3.0,4.0,3.0,3.0
880,70,4,4.0,3.0,4.0,4.0,4.0
757,576,3,3.0,3.0,3.0,3.0,3.0
269,747,4,3.0,4.0,3.0,3.0,3.0
801,288,5,3.0,3.0,4.0,4.0,3.0
699,50,3,3.0,3.0,3.0,3.0,4.0
659,735,3,4.0,3.0,4.0,4.0,4.0
94,66,2,4.0,4.0,4.0,3.0,4.0
733,224,4,3.0,3.0,3.0,2.0,4.0
815,226,3,0.0,3.0,4.0,3.0,3.0
894,1295,3,0.0,1.0,4.0,4.0,4.0
596,313,5,4.0,3.0,4.0,4.0,3.0
551,1621,1,4.0,4.0,4.0,4.0,4.0
608,215,3,4.0,3.0,4.0,4.0,4.0
373,699,4,4.0,4.0,4.0,4.0,3.0
658,511,4,4.0,3.0,4.0,4.0,4.0
406,414,2,4.0,3.0,4.0,4.0,4.0
844,99,3,0.0,4.0,4.0,4.0,3.0
680,117,4,0.0,3.0,4.0,4.0,3.0
37,827,3,4.0,3.0,4.0,3.0,4.0
425,11,3,0.0,3.0,4.0,3.0,4.0
642,15,5,4.0,3.0,4.0,3.0,4.0
276,182,5,4.0,3.0,4.0,4.0,4.0
280,62,3,0.0,3.0,3.0,3.0,4.0
500,919,3,0.0,3.0,4.0,3.0,2.0
666,479,4,4.0,4.0,4.0,4.0,4.0
455,57,4,3.0,3.0,3.0,3.0,3.0
456,228,3,3.0,3.0,3.0,3.0,3.0
234,86,2,3.0,4.0,3.0,3.0,4.0
100,898,4,0.0,4.0,4.0,3.0,4.0
854,1077,3,3.0,3.0,3.0,3.0,3.0
301,53,1,0.0,3.0,3.0,3.0,4.0
194,655,5,4.0,4.0,3.0,4.0,4.0
552,619,3,3.0,3.0,3.0,3.0,3.0
249,993,3,4.0,3.0,4.0,4.0,4.0
896,526,4,3.0,4.0,3.0,3.0,4.0
711,393,4,4.0,3.0,4.0,3.0,4.0
56,281,2,4.0,3.0,4.0,4.0,4.0
813,901,1,0.0,3.0,3.0,3.0,4.0
347,841,3,4.0,3.0,4.0,4.0,4.0
883,385,1,4.0,3.0,4.0,4.0,4.0
719,58,3,0.0,3.0,4.0,4.0,3.0
90,306,4,4.0,3.0,4.0,3.0,4.0
189,525,5,4.0,4.0,3.0,4.0,4.0
201,57,4,3.0,3.0,3.0,4.0,3.0
751,710,3,4.0,3.0,3.0,3.0,4.0
715,743,2,3.0,3.0,3.0,3.0,2.0
660,679,2,3.0,3.0,3.0,3.0,3.0
195,1089,4,4.0,3.0,3.0,4.0,3.0
343,83,4,4.0,4.0,4.0,4.0,4.0
864,183,4,4.0,3.0,4.0,4.0,4.0
833,344,4,3.0,3.0,3.0,3.0,3.0
774,117,2,0.0,3.0,4.0,4.0,4.0
741,82,3,3.0,3.0,3.0,3.0,4.0
256,662,2,4.0,3.0,-17.0,4.0,4.0
885,451,2,3.0,3.0,3.0,3.0,4.0
60,357,4,0.0,3.0,4.0,4.0,4.0
718,282,5,4.0,3.0,4.0,4.0,4.0
399,418,3,3.0,4.0,3.0,4.0,4.0
374,156,2,0.0,3.0,4.0,3.0,4.0
1,230,4,4.0,3.0,4.0,3.0,3.0
881,243,2,3.0,3.0,3.0,3.0,4.0
207,866,3,0.0,4.0,4.0,3.0,4.0
152,1028,5,4.0,3.0,4.0,3.0,4.0
864,66,3,4.0,4.0,3.0,3.0,4.0
843,504,2,4.0,4.0,4.0,4.0,4.0
94,179,5,4.0,3.0,4.0,4.0,4.0
63,405,4,4.0,3.0,3.0,1.0,3.0
931,344,4,0.0,3.0,3.0,3.0,3.0
174,660,5,4.0,4.0,4.0,4.0,4.0
503,233,5,4.0,3.0,4.0,4.0,4.0
125,85,3,0.0,3.0,3.0,3.0,3.0
269,663,4,4.0,4.0,4.0,4.0,4.0
921,323,4,3.0,3.0,3.0,3.0,3.0
118,436,5,4.0,3.0,4.0,4.0,4.0
851,748,3,3.0,3.0,4.0,3.0,4.0
52,1086,4,0.0,3.0,3.0,4.0,4.0
24,92,5,4.0,3.0,3.0,4.0,4.0
699,370,3,0.0,3.0,3.0,3.0,3.0
336,401,1,3.0,3.0,3.0,3.0,4.0
200,258,4,4.0,3.0,3.0,3.0,3.0
1,76,4,4.0,3.0,3.0,3.0,4.0
151,470,3,4.0,3.0,4.0,4.0,4.0
379,63,2,4.0,3.0,4.0,4.0,4.0
796,118,4,4.0,3.0,4.0,4.0,4.0
378,471,3,4.0,3.0,4.0,3.0,4.0
621,271,5,3.0,3.0,3.0,3.0,4.0
399,222,3,4.0,3.0,4.0,4.0,4.0
1,36,2,4.0,3.0,2.0,3.0,4.0
476,1037,1,3.0,3.0,3.0,3.0,3.0
435,245,2,3.0,3.0,3.0,3.0,3.0
571,194,3,0.0,3.0,4.0,4.0,4.0
795,395,2,3.0,3.0,3.0,3.0,4.0
385,650,5,0.0,3.0,4.0,3.0,4.0
874,127,5,4.0,3.0,4.0,3.0,4.0
855,531,3,0.0,4.0,4.0,4.0,4.0
385,1022,3,0.0,3.0,3.0,3.0,3.0
918,995,3,3.0,3.0,3.0,3.0,4.0
399,265,3,3.0,3.0,4.0,4.0,4.0
184,57,5,4.0,3.0,4.0,3.0,4.0
225,603,5,4.0,4.0,-15.0,2.0,3.0
809,331,2,0.0,4.0,3.0,4.0,3.0
924,196,4,0.0,4.0,4.0,4.0,4.0
429,423,4,4.0,3.0,4.0,3.0,3.0
92,22,3,0.0,4.0,4.0,3.0,4.0
781,210,4,4.0,3.0,4.0,4.0,4.0
666,222,3,4.0,3.0,4.0,3.0,4.0
474,748,3,4.0,3.0,4.0,3.0,3.0
488,216,2,4.0,4.0,4.0,4.0,4.0
88,750,2,3.0,4.0,3.0,3.0,3.0
442,449,2,4.0,3.0,4.0,3.0,3.0
907,121,4,3.0,3.0,4.0,3.0,4.0
409,480,5,0.0,4.0,4.0,4.0,4.0
332,7,4,4.0,3.0,4.0,3.0,4.0
608,508,4,3.0,3.0,3.0,4.0,3.0
213,135,5,4.0,3.0,4.0,4.0,4.0
194,173,5,4.0,4.0,4.0,4.0,4.0
870,384,3,3.0,3.0,3.0,3.0,3.0
200,1091,4,4.0,3.0,4.0,4.0,4.0
327,203,3,4.0,4.0,4.0,3.0,3.0
536,436,3,4.0,3.0,3.0,4.0,4.0
381,49,2,4.0,3.0,4.0,3.0,4.0
130,27,4,3.0,3.0,3.0,3.0,5.0
655,961,3,0.0,3.0,4.0,3.0,3.0
599,1095,4,0.0,3.0,4.0,3.0,3.0
747,661,5,4.0,4.0,4.0,4.0,4.0
255,234,5,4.0,4.0,3.0,4.0,5.0
934,1037,1,4.0,3.0,3.0,3.0,4.0
498,1495,3,3.0,3.0,3.0,3.0,3.0
357,476,3,0.0,3.0,3.0,3.0,4.0
934,732,5,4.0,3.0,2.0,3.0,4.0
